pulse rate,stimulus amplitude (uA),amplitude,run,spike times (us)
400,279.3,1*threshold,3,0.025979999999999996
400,279.3,1*threshold,3,0.028284999999999998
400,279.3,1*threshold,3,0.030839999999999996
400,279.3,1*threshold,3,0.048444999999999995
400,279.3,1*threshold,3,0.055909999999999994
400,279.3,1*threshold,3,0.058434999999999994
400,279.3,1*threshold,3,0.06090999999999999
400,279.3,1*threshold,3,0.06591499999999999
400,279.3,1*threshold,3,0.07084499999999999
400,279.3,1*threshold,3,0.07339999999999999
400,279.3,1*threshold,3,0.0759
400,279.3,1*threshold,3,0.07843
400,279.3,1*threshold,3,0.08603499999999999
400,279.3,1*threshold,3,0.09592999999999999
400,279.3,1*threshold,3,0.09848499999999999
400,279.3,1*threshold,3,0.10842999999999998
400,279.3,1*threshold,3,0.12844999999999998
400,279.3,1*threshold,3,0.13083999999999998
400,279.3,1*threshold,3,0.13332999999999998
400,279.3,1*threshold,3,0.13585999999999998
400,279.3,1*threshold,3,0.145925
400,279.3,1*threshold,3,0.14837499999999998
400,279.3,1*threshold,3,0.15092999999999998
